title,content,url,source,published_date
Sinyal Internet Jadi Kendala Petugas SE2026 di Manado,"Sejumlah petugas SE2026 di Manado melaporkan kendala akses menuju kawasan usaha di wilayah dengan infrastruktur jalan kurang memadai. Kondisi ini berpotensi memperlambat penyelesaian target pencacahan di beberapa kecamatan. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. ""Kami sedang kaji penyediaan perangkat pendukung koneksi tambahan untuk wilayah seperti ini,"" kata perwakilan BPS. BPS optimistis kendala ini tidak akan mengganggu target penyelesaian secara keseluruhan.",,CNN Indonesia,2026-05-02
Warga Ponorogo Beri Respons Positif Proses Pendataan SE2026,"Sejumlah pedagang di Ponorogo menyambut antusias kedatangan petugas Sensus Ekonomi 2026 yang mendata usaha mereka. Interaksi yang ramah antara petugas dan responden dinilai membantu kelancaran proses pendataan di lapangan. Sebagian pelaku usaha bahkan mengaku baru memahami manfaat sensus setelah berbincang langsung dengan petugas. ""Petugasnya sopan dan prosesnya cepat, cuma ditanya beberapa hal soal usaha,"" ujar salah satu pedagang sembako di Ponorogo. Respons positif ini diharapkan mempercepat penyelesaian tahap pencacahan di wilayah Ponorogo.",,The Jakarta Post,2026-05-22
Sejumlah Kendala Warnai Pencacahan SE2026 di Medan,"Petugas SE2026 di Medan mengaku kesulitan mengunggah data akibat koneksi internet yang tidak stabil. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. Cuaca ekstrem di beberapa titik turut menjadi tantangan tambahan bagi petugas lapangan. ""Kami sedang kaji penyediaan perangkat pendukung koneksi tambahan untuk wilayah seperti ini,"" kata perwakilan BPS. BPS optimistis kendala ini tidak akan mengganggu target penyelesaian secara keseluruhan.",,JPNN,2026-05-24
Pelaku Usaha di Medan Sambut Antusias Petugas SE2026,"Sejumlah pedagang di Medan menyambut antusias kedatangan petugas Sensus Ekonomi 2026 yang mendata usaha mereka. Mereka menilai proses pendataan berjalan singkat dan tidak mengganggu aktivitas berjualan sehari-hari. Sebagian pelaku usaha bahkan mengaku baru memahami manfaat sensus setelah berbincang langsung dengan petugas. ""Awalnya was-was, tapi ternyata santai kok prosesnya,"" kata pemilik warung makan di Medan. BPS berharap sambutan serupa terus terjadi di wilayah-wilayah lain yang belum dicacah.",,Tribunnews,2026-05-19
Petugas SE2026 di Semarang Hadapi Kendala Akses Wilayah Terpencil,"Petugas SE2026 di Semarang mengaku kesulitan mengunggah data akibat koneksi internet yang tidak stabil. Kondisi ini berpotensi memperlambat penyelesaian target pencacahan di beberapa kecamatan. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. ""Kadang kami harus jalan kaki cukup jauh karena kendaraan tidak bisa masuk,"" ujar salah satu petugas SE2026 di Semarang. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,Media Indonesia,2026-05-25
Pelaku Usaha di Tuban Sambut Antusias Petugas SE2026,"Sejumlah pedagang di Tuban menyambut antusias kedatangan petugas Sensus Ekonomi 2026 yang mendata usaha mereka. Mereka menilai proses pendataan berjalan singkat dan tidak mengganggu aktivitas berjualan sehari-hari. Sebagian pelaku usaha bahkan mengaku baru memahami manfaat sensus setelah berbincang langsung dengan petugas. ""Petugasnya sopan dan prosesnya cepat, cuma ditanya beberapa hal soal usaha,"" ujar salah satu pedagang sembako di Tuban. BPS berharap sambutan serupa terus terjadi di wilayah-wilayah lain yang belum dicacah.",,Jawa Pos,2026-05-21
Perbankan di Solo Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Kalangan asosiasi pengusaha di Solo menyambut positif persiapan matang yang dilakukan BPS menjelang pelaksanaan SE2026. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Solo. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Bangkalan Terkini,2026-05-20
Petugas SE2026 di Bangkalan Hadapi Kendala Akses Wilayah Terpencil,"Sejumlah petugas SE2026 di Bangkalan melaporkan kendala akses menuju kawasan usaha di wilayah dengan infrastruktur jalan kurang memadai. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. BPS menyatakan tengah menyiapkan skema tambahan waktu dan dukungan logistik bagi petugas di wilayah sulit dijangkau. ""Kadang kami harus jalan kaki cukup jauh karena kendaraan tidak bisa masuk,"" ujar salah satu petugas SE2026 di Bangkalan. BPS optimistis kendala ini tidak akan mengganggu target penyelesaian secara keseluruhan.",,Jawa Pos,2026-05-04
"BPS: 1,8 juta Unit Usaha di Ambon Sudah Terdata dalam SE2026","BPS melaporkan progres pencacahan lapangan SE2026 di Ambon telah mencapai 67 persen dari total target unit usaha. Capaian ini dinilai sesuai target awal meskipun sejumlah wilayah masih menghadapi tantangan cuaca dan aksesibilitas. Progres pencacahan di wilayah perkotaan Ambon cenderung lebih cepat dibanding wilayah pedesaan. ""Progres ini hasil kerja keras seluruh petugas di lapangan,"" ujar perwakilan BPS Ambon. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,Kontan,2026-05-28
Sistem Validasi Otomatis Jaga Kualitas Data SE2026 di Pontianak,"Dalam evaluasi tengah periode pelaksanaan SE2026, BPS Pontianak menyatakan kualitas data yang terkumpul sejauh ini terjaga baik. Sistem validasi otomatis pada aplikasi CAPI mampu mendeteksi data yang tidak konsisten secara langsung di lapangan. BPS menegaskan detail pertanyaan diperlukan untuk menghasilkan statistik yang komprehensif, dengan jaminan kerahasiaan data responden. ""Kami tetap jaga kerahasiaan data responden sesuai undang-undang,"" tegas Kepala BPS Pontianak. Evaluasi berkala akan terus dilakukan hingga seluruh tahapan SE2026 rampung.",,Detik,2026-05-26
Perbankan di Bangkalan Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Sejumlah lembaga perbankan di Bangkalan menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Bangkalan. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,Madura Pos,2026-05-04
Asosiasi Pengusaha Mataram Apresiasi Persiapan SE2026,"Sejumlah lembaga perbankan di Mataram menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Data granular by name by address dari sensus dinilai dapat mempercepat proses analisis kelayakan usaha calon debitur. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Mataram. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,Koran Tempo,2026-05-04
Progres Pencacahan SE2026 di Bangkalan Capai 55 Persen,"BPS melaporkan progres pencacahan lapangan SE2026 di Bangkalan telah mencapai 69 persen dari total target unit usaha. Progres pencacahan di wilayah perkotaan Bangkalan cenderung lebih cepat dibanding wilayah pedesaan. Sebagian besar unit usaha yang terdata merupakan usaha mikro dan kecil di sektor perdagangan dan jasa. ""Progres ini hasil kerja keras seluruh petugas di lapangan,"" ujar perwakilan BPS Bangkalan. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,Merdeka.com,2026-05-08
"Evaluasi Tengah Periode SE2026 di Lumajang, Ini Hasilnya","Dalam evaluasi tengah periode pelaksanaan SE2026, BPS Lumajang menyatakan kualitas data yang terkumpul sejauh ini terjaga baik. Sebagian kecil pelaku usaha menyampaikan keluhan bahwa pertanyaan kuesioner dianggap terlalu rinci, terutama terkait omzet. BPS menegaskan detail pertanyaan diperlukan untuk menghasilkan statistik yang komprehensif, dengan jaminan kerahasiaan data responden. ""Sistem otomatis ini sangat membantu menjaga akurasi data sejak dari lapangan,"" kata tim teknis BPS Lumajang. BPS berharap kualitas data tetap terjaga hingga akhir periode pencacahan.",,CNBC Indonesia,2026-05-17
Sinyal Internet Jadi Kendala Petugas SE2026 di Bangkalan,"Petugas SE2026 di Bangkalan mengaku kesulitan mengunggah data akibat koneksi internet yang tidak stabil. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. BPS menyatakan tengah menyiapkan skema tambahan waktu dan dukungan logistik bagi petugas di wilayah sulit dijangkau. ""Kadang kami harus jalan kaki cukup jauh karena kendaraan tidak bisa masuk,"" ujar salah satu petugas SE2026 di Bangkalan. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,The Jakarta Post,2026-05-21
Perbankan di Banyuwangi Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Sejumlah lembaga perbankan di Banyuwangi menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Banyuwangi. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Madura Pos,2026-05-05
Perbankan di Kupang Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Sejumlah lembaga perbankan di Kupang menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Data granular by name by address dari sensus dinilai dapat mempercepat proses analisis kelayakan usaha calon debitur. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Kupang. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Bisnis Indonesia,2026-05-22
"Evaluasi Tengah Periode SE2026 di Blitar, Ini Hasilnya","Dalam evaluasi tengah periode pelaksanaan SE2026, BPS Blitar menyatakan kualitas data yang terkumpul sejauh ini terjaga baik. Sistem validasi otomatis pada aplikasi CAPI mampu mendeteksi data yang tidak konsisten secara langsung di lapangan. Sebagian kecil pelaku usaha menyampaikan keluhan bahwa pertanyaan kuesioner dianggap terlalu rinci, terutama terkait omzet. ""Kami tetap jaga kerahasiaan data responden sesuai undang-undang,"" tegas Kepala BPS Blitar. Evaluasi berkala akan terus dilakukan hingga seluruh tahapan SE2026 rampung.",,Madura Pos,2026-05-07
BPS: 230 ribu Unit Usaha di Jakarta Pusat Sudah Terdata dalam SE2026,"BPS Jakarta Pusat mencatat lebih dari 480 ribu unit usaha berhasil terdata sejauh ini dalam pelaksanaan SE2026. Sebagian besar unit usaha yang terdata merupakan usaha mikro dan kecil di sektor perdagangan dan jasa. Progres pencacahan di wilayah perkotaan Jakarta Pusat cenderung lebih cepat dibanding wilayah pedesaan. ""Progres ini hasil kerja keras seluruh petugas di lapangan,"" ujar perwakilan BPS Jakarta Pusat. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,Koran Tempo,2026-05-12
Sejumlah Kendala Warnai Pencacahan SE2026 di Jember,"Petugas SE2026 di Jember mengaku kesulitan mengunggah data akibat koneksi internet yang tidak stabil. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. Kondisi ini berpotensi memperlambat penyelesaian target pencacahan di beberapa kecamatan. ""Kami sedang kaji penyediaan perangkat pendukung koneksi tambahan untuk wilayah seperti ini,"" kata perwakilan BPS. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,Detik,2026-05-28
"Evaluasi Tengah Periode SE2026 di Makassar, Ini Hasilnya","Dalam evaluasi tengah periode pelaksanaan SE2026, BPS Makassar menyatakan kualitas data yang terkumpul sejauh ini terjaga baik. Sistem validasi otomatis pada aplikasi CAPI mampu mendeteksi data yang tidak konsisten secara langsung di lapangan. Petugas dapat segera melakukan koreksi begitu sistem mendeteksi kejanggalan pada isian data. ""Kami tetap jaga kerahasiaan data responden sesuai undang-undang,"" tegas Kepala BPS Makassar. Evaluasi berkala akan terus dilakukan hingga seluruh tahapan SE2026 rampung.",,Kontan,2026-05-20
Sejumlah Kendala Warnai Pencacahan SE2026 di Kupang,"Petugas SE2026 di Kupang mengaku kesulitan mengunggah data akibat koneksi internet yang tidak stabil. Cuaca ekstrem di beberapa titik turut menjadi tantangan tambahan bagi petugas lapangan. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. ""Kadang kami harus jalan kaki cukup jauh karena kendaraan tidak bisa masuk,"" ujar salah satu petugas SE2026 di Kupang. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,Detik,2026-05-26
Perbankan di Blitar Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Sejumlah lembaga perbankan di Blitar menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Blitar. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,Times Indonesia,2026-05-02
Progres Pencacahan SE2026 di Pontianak Capai 93 Persen,"BPS melaporkan progres pencacahan lapangan SE2026 di Pontianak telah mencapai 42 persen dari total target unit usaha. Progres pencacahan di wilayah perkotaan Pontianak cenderung lebih cepat dibanding wilayah pedesaan. Sebagian besar unit usaha yang terdata merupakan usaha mikro dan kecil di sektor perdagangan dan jasa. ""Progres ini hasil kerja keras seluruh petugas di lapangan,"" ujar perwakilan BPS Pontianak. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,Bangkalan Terkini,2026-05-07
Asosiasi Pengusaha Bojonegoro Apresiasi Persiapan SE2026,"Kalangan asosiasi pengusaha di Bojonegoro menyambut positif persiapan matang yang dilakukan BPS menjelang pelaksanaan SE2026. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Bojonegoro. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Liputan6,2026-05-14
Pelaku Usaha di Jakarta Pusat Sambut Antusias Petugas SE2026,"Sejumlah pedagang di Jakarta Pusat menyambut antusias kedatangan petugas Sensus Ekonomi 2026 yang mendata usaha mereka. Sebagian pelaku usaha bahkan mengaku baru memahami manfaat sensus setelah berbincang langsung dengan petugas. Mereka menilai proses pendataan berjalan singkat dan tidak mengganggu aktivitas berjualan sehari-hari. ""Petugasnya sopan dan prosesnya cepat, cuma ditanya beberapa hal soal usaha,"" ujar salah satu pedagang sembako di Jakarta Pusat. BPS berharap sambutan serupa terus terjadi di wilayah-wilayah lain yang belum dicacah.",,Katadata,2026-05-19
Petugas SE2026 di Jakarta Selatan Hadapi Kendala Akses Wilayah Terpencil,"Petugas SE2026 di Jakarta Selatan mengaku kesulitan mengunggah data akibat koneksi internet yang tidak stabil. Kondisi ini berpotensi memperlambat penyelesaian target pencacahan di beberapa kecamatan. Cuaca ekstrem di beberapa titik turut menjadi tantangan tambahan bagi petugas lapangan. ""Kadang kami harus jalan kaki cukup jauh karena kendaraan tidak bisa masuk,"" ujar salah satu petugas SE2026 di Jakarta Selatan. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,Merdeka.com,2026-05-14
Sejumlah Kendala Warnai Pencacahan SE2026 di Ponorogo,"Petugas SE2026 di Ponorogo mengaku kesulitan mengunggah data akibat koneksi internet yang tidak stabil. Cuaca ekstrem di beberapa titik turut menjadi tantangan tambahan bagi petugas lapangan. Kondisi ini berpotensi memperlambat penyelesaian target pencacahan di beberapa kecamatan. ""Kami sedang kaji penyediaan perangkat pendukung koneksi tambahan untuk wilayah seperti ini,"" kata perwakilan BPS. BPS optimistis kendala ini tidak akan mengganggu target penyelesaian secara keseluruhan.",,Infobank,2026-05-03
Warga Jember Beri Respons Positif Proses Pendataan SE2026,"Sejumlah pedagang di Jember menyambut antusias kedatangan petugas Sensus Ekonomi 2026 yang mendata usaha mereka. Sebagian pelaku usaha bahkan mengaku baru memahami manfaat sensus setelah berbincang langsung dengan petugas. Interaksi yang ramah antara petugas dan responden dinilai membantu kelancaran proses pendataan di lapangan. ""Awalnya was-was, tapi ternyata santai kok prosesnya,"" kata pemilik warung makan di Jember. Respons positif ini diharapkan mempercepat penyelesaian tahap pencacahan di wilayah Jember.",,Tribunnews,2026-05-20
Progres Pencacahan SE2026 di Jakarta Selatan Capai 73 Persen,"BPS melaporkan progres pencacahan lapangan SE2026 di Jakarta Selatan telah mencapai 27 persen dari total target unit usaha. Sebagian besar unit usaha yang terdata merupakan usaha mikro dan kecil di sektor perdagangan dan jasa. Capaian ini dinilai sesuai target awal meskipun sejumlah wilayah masih menghadapi tantangan cuaca dan aksesibilitas. ""Progres ini hasil kerja keras seluruh petugas di lapangan,"" ujar perwakilan BPS Jakarta Selatan. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,Suara.com,2026-05-02
"Capaian SE2026 di Malang Sesuai Target, Ini Datanya","BPS melaporkan progres pencacahan lapangan SE2026 di Malang telah mencapai 30 persen dari total target unit usaha. Progres pencacahan di wilayah perkotaan Malang cenderung lebih cepat dibanding wilayah pedesaan. Capaian ini dinilai sesuai target awal meskipun sejumlah wilayah masih menghadapi tantangan cuaca dan aksesibilitas. ""Kami optimistis target dapat tercapai sebelum akhir semester pertama,"" kata Kepala BPS Malang. BPS akan terus memantau progres harian guna memastikan seluruh wilayah tercakup tepat waktu.",,The Jakarta Post,2026-05-24
BPS: Kualitas Data SE2026 di Manado Terjaga Baik,"Dalam evaluasi tengah periode pelaksanaan SE2026, BPS Manado menyatakan kualitas data yang terkumpul sejauh ini terjaga baik. Sebagian kecil pelaku usaha menyampaikan keluhan bahwa pertanyaan kuesioner dianggap terlalu rinci, terutama terkait omzet. Sistem validasi otomatis pada aplikasi CAPI mampu mendeteksi data yang tidak konsisten secara langsung di lapangan. ""Kami tetap jaga kerahasiaan data responden sesuai undang-undang,"" tegas Kepala BPS Manado. BPS berharap kualitas data tetap terjaga hingga akhir periode pencacahan.",,Bisnis Indonesia,2026-05-13
Sinyal Internet Jadi Kendala Petugas SE2026 di Kediri,"Petugas SE2026 di Kediri mengaku kesulitan mengunggah data akibat koneksi internet yang tidak stabil. Cuaca ekstrem di beberapa titik turut menjadi tantangan tambahan bagi petugas lapangan. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. ""Kadang kami harus jalan kaki cukup jauh karena kendaraan tidak bisa masuk,"" ujar salah satu petugas SE2026 di Kediri. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,Radar Surabaya,2026-05-24
Petugas SE2026 di Lamongan Hadapi Kendala Akses Wilayah Terpencil,"Sejumlah petugas SE2026 di Lamongan melaporkan kendala akses menuju kawasan usaha di wilayah dengan infrastruktur jalan kurang memadai. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. BPS menyatakan tengah menyiapkan skema tambahan waktu dan dukungan logistik bagi petugas di wilayah sulit dijangkau. ""Kami sedang kaji penyediaan perangkat pendukung koneksi tambahan untuk wilayah seperti ini,"" kata perwakilan BPS. BPS optimistis kendala ini tidak akan mengganggu target penyelesaian secara keseluruhan.",,Kontan,2026-05-10
