title,content,url,source,published_date
Ribuan Calon Petugas SE2026 di Malang Ikuti Pelatihan Intensif,"Ratusan calon petugas mengikuti pelatihan SE2026 di Malang selama beberapa hari guna memastikan kesiapan di lapangan. Proses rekrutmen dilakukan secara transparan dan terbuka bagi warga lokal yang memenuhi kualifikasi administratif dan teknis. Instruktur menekankan pentingnya sikap sopan dan profesional petugas saat mendatangi responden di lapangan. ""Kualitas data sangat bergantung pada kesiapan petugas di lapangan,"" kata instruktur pelatihan BPS Malang. Petugas yang lulus pelatihan akan diterjunkan ke lapangan begitu tahap pencacahan resmi dimulai.",,Liputan6,2026-02-22
BPS Probolinggo Gencarkan Sosialisasi SE2026 hingga ke Tingkat Desa,"Kementerian Koperasi dan UKM bersama BPS mengajak pelaku usaha mikro, kecil, dan menengah di Probolinggo untuk berpartisipasi aktif dalam SE2026. Sosialisasi turut melibatkan tokoh masyarakat setempat agar pesan tersampaikan lebih efektif ke pelaku usaha kecil. Partisipasi UMKM dinilai krusial karena sektor ini menyumbang lebih dari separuh produk domestik bruto nasional. ""Semakin lengkap data usaha yang tercatat, semakin tepat sasaran program bantuan dan pembinaan dari pemerintah,"" kata perwakilan BPS Probolinggo. Warga diimbau tidak ragu menerima kedatangan petugas resmi SE2026 di wilayah masing-masing.",,Liputan6,2026-02-27
Persiapan SE2026: Bogor Rekrut dan Latih Petugas Lapangan,"BPS Bogor menggelar pelatihan intensif bagi calon petugas Sensus Ekonomi 2026 yang akan diterjunkan ke lapangan. Peserta pelatihan dinyatakan lulus setelah melalui evaluasi pemahaman konsep dan praktik penggunaan aplikasi pendataan. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). ""Kualitas data sangat bergantung pada kesiapan petugas di lapangan,"" kata instruktur pelatihan BPS Bogor. Petugas yang lulus pelatihan akan diterjunkan ke lapangan begitu tahap pencacahan resmi dimulai.",,Okezone,2026-02-28
Pelaku Usaha Digital di Bekasi Diminta Tak Lewatkan SE2026,"BPS mengingatkan pelaku usaha berbasis digital di Bekasi, termasuk pemilik toko daring, agar turut terdata dalam SE2026. Usaha berbasis digital kerap luput dari pencatatan karena tidak memiliki lokasi usaha fisik yang jelas. Diperkirakan ribuan pelaku usaha rumahan di Bekasi belum pernah tercatat dalam sensus ekonomi sebelumnya. ""Usaha online sekarang juga bagian penting ekonomi, jadi wajib ikut tercatat di SE2026,"" ujar perwakilan BPS Bekasi. BPS optimistis strategi ini akan memperluas cakupan data dibanding sensus ekonomi sebelumnya.",,Berita Satu,2026-02-01
Asosiasi Pengusaha Bandung Apresiasi Persiapan SE2026,"Sejumlah lembaga perbankan di Bandung menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Bandung. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,Warta Ekonomi,2026-02-15
Akademisi: SE2026 di Lamongan Penting untuk Kebijakan Ekonomi Lokal,"Sejumlah lembaga perbankan di Lamongan menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Data granular by name by address dari sensus dinilai dapat mempercepat proses analisis kelayakan usaha calon debitur. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Lamongan. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,Kontan,2026-02-28
Pemerintah Ajak Pelaku UMKM Sampang Aktif Berpartisipasi dalam SE2026,"Kementerian Koperasi dan UKM bersama BPS mengajak pelaku usaha mikro, kecil, dan menengah di Sampang untuk berpartisipasi aktif dalam SE2026. BPS menegaskan data SE2026 hanya digunakan untuk kepentingan statistik dan tidak berkaitan dengan urusan perpajakan atau penegakan hukum. Sosialisasi turut melibatkan tokoh masyarakat setempat agar pesan tersampaikan lebih efektif ke pelaku usaha kecil. ""Kami akan terus turun ke lapangan agar tidak ada warga yang salah paham soal sensus ini,"" ujar petugas sosialisasi BPS. Sosialisasi akan terus digencarkan hingga tahap pencacahan lapangan dimulai.",,Jawa Pos,2026-02-10
BPS Bandung Gelar Pelatihan Petugas Sensus Ekonomi 2026,"Proses rekrutmen dan pelatihan petugas SE2026 di Bandung mulai berjalan, menyasar warga lokal yang memenuhi kualifikasi. Sebanyak 1,1 juta calon petugas di Bandung mengikuti seleksi sebelum resmi ditugaskan sebagai petugas lapangan SE2026. Proses rekrutmen dilakukan secara transparan dan terbuka bagi warga lokal yang memenuhi kualifikasi administratif dan teknis. ""Kami disiapkan betul, mulai dari cara bertanya sampai cara mengatasi responden yang menolak,"" ujar salah satu calon petugas. BPS Bandung menargetkan seluruh petugas siap sebelum jadwal pencacahan nasional dimulai.",,CNN Indonesia,2026-02-08
Persiapan SE2026: Ambon Rekrut dan Latih Petugas Lapangan,"BPS Ambon menggelar pelatihan intensif bagi calon petugas Sensus Ekonomi 2026 yang akan diterjunkan ke lapangan. Proses rekrutmen dilakukan secara transparan dan terbuka bagi warga lokal yang memenuhi kualifikasi administratif dan teknis. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). ""Petugas yang lolos pelatihan akan mendapatkan surat tugas resmi sebelum turun ke lapangan,"" ujar penanggung jawab pelatihan. Pelatihan lanjutan akan digelar untuk menyegarkan kembali pemahaman petugas menjelang hari pertama pencacahan.",,Berita Satu,2026-02-03
Asosiasi Pengusaha Manado Apresiasi Persiapan SE2026,"Sejumlah lembaga perbankan di Manado menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Data granular by name by address dari sensus dinilai dapat mempercepat proses analisis kelayakan usaha calon debitur. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Manado. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,Antara News,2026-02-05
BPS Solo Gelar Pelatihan Petugas Sensus Ekonomi 2026,"BPS Solo menggelar pelatihan intensif bagi calon petugas Sensus Ekonomi 2026 yang akan diterjunkan ke lapangan. Instruktur menekankan pentingnya sikap sopan dan profesional petugas saat mendatangi responden di lapangan. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). ""Kami disiapkan betul, mulai dari cara bertanya sampai cara mengatasi responden yang menolak,"" ujar salah satu calon petugas. Pelatihan lanjutan akan digelar untuk menyegarkan kembali pemahaman petugas menjelang hari pertama pencacahan.",,Bangkalan Terkini,2026-02-11
Petugas SE2026 di Pamekasan Hadapi Kendala Akses Wilayah Terpencil,"Petugas SE2026 di Pamekasan mengaku kesulitan mengunggah data akibat koneksi internet yang tidak stabil. Cuaca ekstrem di beberapa titik turut menjadi tantangan tambahan bagi petugas lapangan. BPS menyatakan tengah menyiapkan skema tambahan waktu dan dukungan logistik bagi petugas di wilayah sulit dijangkau. ""Kami sedang kaji penyediaan perangkat pendukung koneksi tambahan untuk wilayah seperti ini,"" kata perwakilan BPS. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,Katadata,2026-02-04
Ribuan Calon Petugas SE2026 di Malang Ikuti Pelatihan Intensif,"Proses rekrutmen dan pelatihan petugas SE2026 di Malang mulai berjalan, menyasar warga lokal yang memenuhi kualifikasi. Sebanyak 2,3 juta calon petugas di Malang mengikuti seleksi sebelum resmi ditugaskan sebagai petugas lapangan SE2026. Instruktur menekankan pentingnya sikap sopan dan profesional petugas saat mendatangi responden di lapangan. ""Petugas yang lolos pelatihan akan mendapatkan surat tugas resmi sebelum turun ke lapangan,"" ujar penanggung jawab pelatihan. Pelatihan lanjutan akan digelar untuk menyegarkan kembali pemahaman petugas menjelang hari pertama pencacahan.",,Berita Satu,2026-02-10
Usaha Informal di Semarang Jadi Tantangan Pendataan SE2026,"BPS mengingatkan pelaku usaha berbasis digital di Semarang, termasuk pemilik toko daring, agar turut terdata dalam SE2026. Pendekatan lintas RT/RW turut digunakan untuk memastikan usaha skala sangat kecil ikut terdata. Usaha berbasis digital kerap luput dari pencatatan karena tidak memiliki lokasi usaha fisik yang jelas. ""Saya baru tahu usaha jualan online di rumah juga perlu didata,"" kata salah satu pelaku usaha rumahan di Semarang. Pendataan usaha informal dan digital ditargetkan tuntas seiring berjalannya tahap pencacahan utama.",,Times Indonesia,2026-02-08
Perbankan di Mojokerto Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Sejumlah lembaga perbankan di Mojokerto menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. Ketua asosiasi UMKM daerah menilai data yang dihasilkan nantinya akan sangat membantu dunia usaha mengakses program pembiayaan. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Mojokerto. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Warta Ekonomi,2026-02-12
Akademisi: SE2026 di Kediri Penting untuk Kebijakan Ekonomi Lokal,"Sejumlah lembaga perbankan di Kediri menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Kediri. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Trenasia,2026-02-08
Petugas SE2026 di Probolinggo Hadapi Kendala Akses Wilayah Terpencil,"Sejumlah petugas SE2026 di Probolinggo melaporkan kendala akses menuju kawasan usaha di wilayah dengan infrastruktur jalan kurang memadai. BPS menyatakan tengah menyiapkan skema tambahan waktu dan dukungan logistik bagi petugas di wilayah sulit dijangkau. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. ""Kami sedang kaji penyediaan perangkat pendukung koneksi tambahan untuk wilayah seperti ini,"" kata perwakilan BPS. Petugas tetap didorong menyelesaikan wilayah kerjanya sesuai jadwal yang telah ditetapkan.",,Radar Surabaya,2026-02-14
BPS Denpasar Gencarkan Sosialisasi SE2026 hingga ke Tingkat Desa,"BPS menggelar sosialisasi Sensus Ekonomi 2026 di Denpasar guna memastikan masyarakat memahami tujuan dan manfaat sensus. Petugas akan mengenakan tanda pengenal resmi dan seluruh data yang dikumpulkan dijamin kerahasiaannya sesuai Undang-Undang Statistik. Partisipasi UMKM dinilai krusial karena sektor ini menyumbang lebih dari separuh produk domestik bruto nasional. ""Semakin lengkap data usaha yang tercatat, semakin tepat sasaran program bantuan dan pembinaan dari pemerintah,"" kata perwakilan BPS Denpasar. Sosialisasi akan terus digencarkan hingga tahap pencacahan lapangan dimulai.",,Jawa Pos,2026-02-25
Pelatihan Petugas SE2026 di Ponorogo Tekankan Akurasi dan Etika Wawancara,"Ratusan calon petugas mengikuti pelatihan SE2026 di Ponorogo selama beberapa hari guna memastikan kesiapan di lapangan. Instruktur menekankan pentingnya sikap sopan dan profesional petugas saat mendatangi responden di lapangan. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). ""Kami disiapkan betul, mulai dari cara bertanya sampai cara mengatasi responden yang menolak,"" ujar salah satu calon petugas. BPS Ponorogo menargetkan seluruh petugas siap sebelum jadwal pencacahan nasional dimulai.",,CNBC Indonesia,2026-02-05
Pemerintah Ajak Pelaku UMKM Surabaya Aktif Berpartisipasi dalam SE2026,"Kegiatan sosialisasi SE2026 di Surabaya menyasar kelompok pelaku usaha, tokoh masyarakat, hingga aparat desa. Petugas akan mengenakan tanda pengenal resmi dan seluruh data yang dikumpulkan dijamin kerahasiaannya sesuai Undang-Undang Statistik. Partisipasi UMKM dinilai krusial karena sektor ini menyumbang lebih dari separuh produk domestik bruto nasional. ""Kami akan terus turun ke lapangan agar tidak ada warga yang salah paham soal sensus ini,"" ujar petugas sosialisasi BPS. Sosialisasi akan terus digencarkan hingga tahap pencacahan lapangan dimulai.",,Media Indonesia,2026-02-23
Persiapan SE2026: Lamongan Rekrut dan Latih Petugas Lapangan,"BPS Lamongan menggelar pelatihan intensif bagi calon petugas Sensus Ekonomi 2026 yang akan diterjunkan ke lapangan. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). Proses rekrutmen dilakukan secara transparan dan terbuka bagi warga lokal yang memenuhi kualifikasi administratif dan teknis. ""Kualitas data sangat bergantung pada kesiapan petugas di lapangan,"" kata instruktur pelatihan BPS Lamongan. Pelatihan lanjutan akan digelar untuk menyegarkan kembali pemahaman petugas menjelang hari pertama pencacahan.",,Rilis Resmi BPS,2026-02-12
Pelatihan Petugas SE2026 di Ambon Tekankan Akurasi dan Etika Wawancara,"Ratusan calon petugas mengikuti pelatihan SE2026 di Ambon selama beberapa hari guna memastikan kesiapan di lapangan. Proses rekrutmen dilakukan secara transparan dan terbuka bagi warga lokal yang memenuhi kualifikasi administratif dan teknis. Sebanyak 1,1 juta calon petugas di Ambon mengikuti seleksi sebelum resmi ditugaskan sebagai petugas lapangan SE2026. ""Kami disiapkan betul, mulai dari cara bertanya sampai cara mengatasi responden yang menolak,"" ujar salah satu calon petugas. BPS Ambon menargetkan seluruh petugas siap sebelum jadwal pencacahan nasional dimulai.",,Okezone,2026-02-25
BPS Siapkan Strategi Khusus Jangkau Usaha Informal di Bekasi,"Salah satu tantangan terbesar pelaksanaan SE2026 di Bekasi adalah menjangkau usaha informal yang sulit terdeteksi karena tidak memiliki lokasi tetap. BPS menyiapkan metode pendataan khusus, termasuk pendekatan berbasis komunitas dan platform daring, untuk menjangkau kelompok usaha ini. Usaha berbasis digital kerap luput dari pencatatan karena tidak memiliki lokasi usaha fisik yang jelas. ""Usaha online sekarang juga bagian penting ekonomi, jadi wajib ikut tercatat di SE2026,"" ujar perwakilan BPS Bekasi. Pendataan usaha informal dan digital ditargetkan tuntas seiring berjalannya tahap pencacahan utama.",,Infobank,2026-02-24
Pelaku Usaha Digital di Malang Diminta Tak Lewatkan SE2026,"Salah satu tantangan terbesar pelaksanaan SE2026 di Malang adalah menjangkau usaha informal yang sulit terdeteksi karena tidak memiliki lokasi tetap. Diperkirakan ribuan pelaku usaha rumahan di Malang belum pernah tercatat dalam sensus ekonomi sebelumnya. BPS menyiapkan metode pendataan khusus, termasuk pendekatan berbasis komunitas dan platform daring, untuk menjangkau kelompok usaha ini. ""Saya baru tahu usaha jualan online di rumah juga perlu didata,"" kata salah satu pelaku usaha rumahan di Malang. Pendataan usaha informal dan digital ditargetkan tuntas seiring berjalannya tahap pencacahan utama.",,Suara.com,2026-02-01
Persiapan SE2026: Balikpapan Rekrut dan Latih Petugas Lapangan,"Proses rekrutmen dan pelatihan petugas SE2026 di Balikpapan mulai berjalan, menyasar warga lokal yang memenuhi kualifikasi. Sebanyak 750 ribu calon petugas di Balikpapan mengikuti seleksi sebelum resmi ditugaskan sebagai petugas lapangan SE2026. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). ""Petugas yang lolos pelatihan akan mendapatkan surat tugas resmi sebelum turun ke lapangan,"" ujar penanggung jawab pelatihan. BPS Balikpapan menargetkan seluruh petugas siap sebelum jadwal pencacahan nasional dimulai.",,Infobank,2026-02-23
Uji Coba Sistem CAPI SE2026 Berjalan Lancar di Lumajang,"BPS melaksanakan uji coba sistem pendataan digital CAPI untuk Sensus Ekonomi 2026 di sejumlah wilayah percontohan termasuk Lumajang. Hasil uji coba menunjukkan sistem dapat mempercepat proses input data dibanding metode manual pada sensus-sensus sebelumnya. BPS menyiapkan mekanisme penyimpanan data secara offline sebagai solusi cadangan bila koneksi internet tidak stabil. ""Aplikasinya cukup mudah dipelajari, meski awalnya kami butuh waktu adaptasi,"" ujar salah satu petugas uji coba di Lumajang. BPS optimistis sistem digital ini akan mempercepat keseluruhan proses SE2026 dibanding sensus sebelumnya.",,CNN Indonesia,2026-02-27
Sinyal Internet Jadi Kendala Petugas SE2026 di Gresik,"Sejumlah petugas SE2026 di Gresik melaporkan kendala akses menuju kawasan usaha di wilayah dengan infrastruktur jalan kurang memadai. Sebagai solusi sementara, petugas diarahkan menyimpan data secara offline terlebih dahulu dan menyinkronkannya begitu sinyal tersedia. Kondisi ini berpotensi memperlambat penyelesaian target pencacahan di beberapa kecamatan. ""Kadang kami harus jalan kaki cukup jauh karena kendaraan tidak bisa masuk,"" ujar salah satu petugas SE2026 di Gresik. BPS optimistis kendala ini tidak akan mengganggu target penyelesaian secara keseluruhan.",,Warta Ekonomi,2026-02-01
"Sosialisasi Sensus Ekonomi 2026 Digelar di Denpasar, Warga Diminta Kooperatif","BPS menggelar sosialisasi Sensus Ekonomi 2026 di Denpasar guna memastikan masyarakat memahami tujuan dan manfaat sensus. Petugas akan mengenakan tanda pengenal resmi dan seluruh data yang dikumpulkan dijamin kerahasiaannya sesuai Undang-Undang Statistik. Sosialisasi turut melibatkan tokoh masyarakat setempat agar pesan tersampaikan lebih efektif ke pelaku usaha kecil. ""Awalnya saya kira ini untuk pajak, ternyata untuk data statistik saja. Jadi lebih tenang,"" ujar salah seorang pelaku usaha di Denpasar. Sosialisasi akan terus digencarkan hingga tahap pencacahan lapangan dimulai.",,CNBC Indonesia,2026-02-26
Perbankan di Jakarta Selatan Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Sejumlah lembaga perbankan di Jakarta Selatan menyatakan kesiapan memanfaatkan hasil SE2026 untuk memetakan potensi pembiayaan UMKM. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. ""Semakin lengkap data usaha, semakin mudah kami advokasi kebijakan yang berpihak ke UMKM,"" kata ketua asosiasi pengusaha Jakarta Selatan. Kolaborasi lintas sektor ini diharapkan terus berlanjut hingga hasil SE2026 dirilis resmi.",,Sindonews,2026-02-09
Ribuan Calon Petugas SE2026 di Semarang Ikuti Pelatihan Intensif,"Ratusan calon petugas mengikuti pelatihan SE2026 di Semarang selama beberapa hari guna memastikan kesiapan di lapangan. Peserta pelatihan dinyatakan lulus setelah melalui evaluasi pemahaman konsep dan praktik penggunaan aplikasi pendataan. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). ""Kualitas data sangat bergantung pada kesiapan petugas di lapangan,"" kata instruktur pelatihan BPS Semarang. Pelatihan lanjutan akan digelar untuk menyegarkan kembali pemahaman petugas menjelang hari pertama pencacahan.",,Times Indonesia,2026-02-06
BPS Semarang Uji Coba Aplikasi Pendataan Digital Jelang SE2026,"Aplikasi pendataan berbasis gawai untuk SE2026 diuji coba di Semarang sebelum digunakan secara nasional. BPS menyiapkan mekanisme penyimpanan data secara offline sebagai solusi cadangan bila koneksi internet tidak stabil. Beberapa kendala teknis kecil masih ditemukan terkait sinkronisasi data di lokasi dengan jaringan internet terbatas. ""Kami terus memperbaiki sistem berdasarkan masukan dari petugas di lapangan,"" kata tim teknis BPS. Perbaikan sistem akan dilakukan sebelum aplikasi digunakan secara nasional pada tahap pencacahan utama.",,Rilis Resmi BPS,2026-02-28
