title,content,url,source,published_date
BPS Lamongan: Sensus Ekonomi 2026 Jadi Rujukan Kebijakan Ekonomi Lima Tahun ke Depan,"Badan Pusat Statistik (BPS) resmi mencanangkan pelaksanaan Sensus Ekonomi 2026 (SE2026) di Lamongan, yang akan mencatat seluruh unit usaha mulai dari skala mikro hingga korporasi besar. Sensus ini merupakan yang ketujuh sejak pertama kali dilaksanakan pada 1986 dan menjadi rujukan utama penyusunan kebijakan ekonomi nasional maupun daerah. Data yang dihasilkan nantinya akan digunakan sebagai dasar perencanaan pembangunan ekonomi lima tahun mendatang, termasuk penyusunan Produk Domestik Regional Bruto. ""Kami mengajak seluruh elemen masyarakat Lamongan untuk mendukung kelancaran Sensus Ekonomi 2026,"" kata perwakilan BPS setempat. Pelaksanaan SE2026 di Lamongan ditargetkan rampung sesuai jadwal nasional yang telah ditetapkan.",,Kompas.com,2026-01-11
Pelatihan Petugas SE2026 di Jakarta Pusat Tekankan Akurasi dan Etika Wawancara,"Ratusan calon petugas mengikuti pelatihan SE2026 di Jakarta Pusat selama beberapa hari guna memastikan kesiapan di lapangan. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). Proses rekrutmen dilakukan secara transparan dan terbuka bagi warga lokal yang memenuhi kualifikasi administratif dan teknis. ""Kami disiapkan betul, mulai dari cara bertanya sampai cara mengatasi responden yang menolak,"" ujar salah satu calon petugas. BPS Jakarta Pusat menargetkan seluruh petugas siap sebelum jadwal pencacahan nasional dimulai.",,Kontan,2026-01-17
Probolinggo Siapkan Fasilitas Pendukung Pelaksanaan SE2026,"Pemda Probolinggo menyatakan komitmen penuh mendukung suksesnya pelaksanaan SE2026 di wilayahnya. Dukungan anggaran operasional tambahan juga disiapkan pemerintah daerah untuk membantu kelancaran petugas di lapangan. Sejumlah dinas terkait di Probolinggo dilibatkan untuk mempercepat proses koordinasi lapangan. ""Sinergi antara BPS dan pemerintah daerah sangat menentukan keberhasilan sensus ini,"" kata Kepala BPS Probolinggo. Kerja sama ini diharapkan mempercepat penyelesaian tahapan SE2026 di Probolinggo.",,IDN Times,2026-01-17
"Pencanangan Sensus Ekonomi 2026 Digelar di Bekasi, Catat Seluruh Unit Usaha","Badan Pusat Statistik (BPS) resmi mencanangkan pelaksanaan Sensus Ekonomi 2026 (SE2026) di Bekasi, yang akan mencatat seluruh unit usaha mulai dari skala mikro hingga korporasi besar. BPS menargetkan seluruh unit usaha di Bekasi, baik yang berbadan hukum maupun tidak, dapat tercatat dalam basis data SE2026. Data yang dihasilkan nantinya akan digunakan sebagai dasar perencanaan pembangunan ekonomi lima tahun mendatang, termasuk penyusunan Produk Domestik Regional Bruto. ""Data yang akurat dari SE2026 akan menjadi dasar perencanaan pembangunan ekonomi ke depan,"" ujar Kepala BPS Bekasi. BPS berharap seluruh pemangku kepentingan di Bekasi dapat bersinergi menyukseskan program ini.",,Liputan6,2026-01-22
"Sensus Ekonomi 2026 Dimulai, Kupang Jadi Salah Satu Lokasi Pencanangan","Kegiatan pencanangan Sensus Ekonomi 2026 di Kupang berlangsung meriah dan dihadiri unsur pemerintah daerah, dunia usaha, serta akademisi. Pemerintah daerah Kupang diminta turut mendukung sosialisasi program strategis nasional ini hingga ke tingkat kecamatan dan desa. Kegiatan pencanangan turut menandai dimulainya tahapan sosialisasi masif ke masyarakat dan pelaku usaha di Kupang. ""Data yang akurat dari SE2026 akan menjadi dasar perencanaan pembangunan ekonomi ke depan,"" ujar Kepala BPS Kupang. BPS berharap seluruh pemangku kepentingan di Kupang dapat bersinergi menyukseskan program ini.",,CNN Indonesia,2026-01-12
Denpasar Siap Sambut Pelaksanaan Sensus Ekonomi 2026,"Badan Pusat Statistik (BPS) resmi mencanangkan pelaksanaan Sensus Ekonomi 2026 (SE2026) di Denpasar, yang akan mencatat seluruh unit usaha mulai dari skala mikro hingga korporasi besar. Pemerintah daerah Denpasar diminta turut mendukung sosialisasi program strategis nasional ini hingga ke tingkat kecamatan dan desa. BPS menargetkan seluruh unit usaha di Denpasar, baik yang berbadan hukum maupun tidak, dapat tercatat dalam basis data SE2026. ""Kami mengajak seluruh elemen masyarakat Denpasar untuk mendukung kelancaran Sensus Ekonomi 2026,"" kata perwakilan BPS setempat. Pelaksanaan SE2026 di Denpasar ditargetkan rampung sesuai jadwal nasional yang telah ditetapkan.",,Merdeka.com,2026-01-19
Blitar Siapkan Fasilitas Pendukung Pelaksanaan SE2026,"Pemerintah Kabupaten Blitar menandatangani nota kesepahaman dengan BPS setempat untuk memperkuat dukungan pelaksanaan Sensus Ekonomi 2026. Dukungan anggaran operasional tambahan juga disiapkan pemerintah daerah untuk membantu kelancaran petugas di lapangan. Kerja sama tersebut mencakup penyediaan data sekunder wilayah dan fasilitasi akses ke kawasan usaha. ""Sinergi antara BPS dan pemerintah daerah sangat menentukan keberhasilan sensus ini,"" kata Kepala BPS Blitar. Kedua pihak sepakat melakukan evaluasi berkala selama proses pelaksanaan sensus berlangsung.",,Republika,2026-01-05
Pemerintah Ajak Pelaku UMKM Banyuwangi Aktif Berpartisipasi dalam SE2026,"Kegiatan sosialisasi SE2026 di Banyuwangi menyasar kelompok pelaku usaha, tokoh masyarakat, hingga aparat desa. Sosialisasi turut melibatkan tokoh masyarakat setempat agar pesan tersampaikan lebih efektif ke pelaku usaha kecil. BPS menegaskan data SE2026 hanya digunakan untuk kepentingan statistik dan tidak berkaitan dengan urusan perpajakan atau penegakan hukum. ""Semakin lengkap data usaha yang tercatat, semakin tepat sasaran program bantuan dan pembinaan dari pemerintah,"" kata perwakilan BPS Banyuwangi. Sosialisasi akan terus digencarkan hingga tahap pencacahan lapangan dimulai.",,Liputan6,2026-01-04
Pelatihan Petugas SE2026 di Denpasar Tekankan Akurasi dan Etika Wawancara,"BPS Denpasar menggelar pelatihan intensif bagi calon petugas Sensus Ekonomi 2026 yang akan diterjunkan ke lapangan. Peserta pelatihan dinyatakan lulus setelah melalui evaluasi pemahaman konsep dan praktik penggunaan aplikasi pendataan. Instruktur menekankan pentingnya sikap sopan dan profesional petugas saat mendatangi responden di lapangan. ""Kami disiapkan betul, mulai dari cara bertanya sampai cara mengatasi responden yang menolak,"" ujar salah satu calon petugas. Petugas yang lulus pelatihan akan diterjunkan ke lapangan begitu tahap pencacahan resmi dimulai.",,Bangkalan Terkini,2026-01-27
"Sensus Ekonomi 2026 Dimulai, Bandung Jadi Salah Satu Lokasi Pencanangan","Pemerintah melalui BPS memulai rangkaian Sensus Ekonomi 2026 di Bandung sebagai bagian dari pendataan ekonomi nasional yang dilaksanakan setiap sepuluh tahun sekali. Kegiatan pencanangan turut menandai dimulainya tahapan sosialisasi masif ke masyarakat dan pelaku usaha di Bandung. BPS menargetkan seluruh unit usaha di Bandung, baik yang berbadan hukum maupun tidak, dapat tercatat dalam basis data SE2026. ""Data yang akurat dari SE2026 akan menjadi dasar perencanaan pembangunan ekonomi ke depan,"" ujar Kepala BPS Bandung. Rangkaian sosialisasi akan terus dilakukan hingga tahap pencacahan lapangan dimulai pada pertengahan tahun.",,CNN Indonesia,2026-01-24
BPS Ingatkan Warga Semarang Waspada Modus Penipuan Berkedok Petugas Sensus,"BPS mengimbau masyarakat Semarang untuk lebih waspada terhadap oknum yang mengaku sebagai petugas Sensus Ekonomi 2026 namun tidak dilengkapi identitas resmi. BPS menegaskan seluruh petugas sah dibekali surat tugas dan tanda pengenal resmi ber-QR code yang dapat diverifikasi. Petugas resmi SE2026 tidak pernah meminta imbalan uang dalam bentuk apa pun kepada responden. ""Kalau ragu, warga bisa langsung menghubungi kantor BPS Semarang untuk konfirmasi,"" kata perwakilan BPS. BPS berharap kewaspadaan masyarakat dapat menekan potensi penyalahgunaan nama sensus untuk kepentingan pribadi oknum tertentu.",,Radar Surabaya,2026-01-15
Pemkab Sidoarjo Teken Kerja Sama dengan BPS Dukung SE2026,"Pemerintah Kabupaten Sidoarjo menandatangani nota kesepahaman dengan BPS setempat untuk memperkuat dukungan pelaksanaan Sensus Ekonomi 2026. Bupati/wali kota Sidoarjo menyampaikan komitmen daerah dalam menyukseskan program strategis nasional ini. Kerja sama tersebut mencakup penyediaan data sekunder wilayah dan fasilitasi akses ke kawasan usaha. ""Sinergi antara BPS dan pemerintah daerah sangat menentukan keberhasilan sensus ini,"" kata Kepala BPS Sidoarjo. Kerja sama ini diharapkan mempercepat penyelesaian tahapan SE2026 di Sidoarjo.",,Antara News,2026-01-26
Yogyakarta Siapkan Fasilitas Pendukung Pelaksanaan SE2026,"Pemerintah Kabupaten Yogyakarta menandatangani nota kesepahaman dengan BPS setempat untuk memperkuat dukungan pelaksanaan Sensus Ekonomi 2026. Kerja sama tersebut mencakup penyediaan data sekunder wilayah dan fasilitasi akses ke kawasan usaha. Bupati/wali kota Yogyakarta menyampaikan komitmen daerah dalam menyukseskan program strategis nasional ini. ""Sinergi antara BPS dan pemerintah daerah sangat menentukan keberhasilan sensus ini,"" kata Kepala BPS Yogyakarta. Kerja sama ini diharapkan mempercepat penyelesaian tahapan SE2026 di Yogyakarta.",,Times Indonesia,2026-01-22
"Sosialisasi Sensus Ekonomi 2026 Digelar di Gresik, Warga Diminta Kooperatif","Kegiatan sosialisasi SE2026 di Gresik menyasar kelompok pelaku usaha, tokoh masyarakat, hingga aparat desa. Sebanyak 75 persen peserta sosialisasi di Gresik mengaku baru memahami mekanisme sensus setelah mengikuti kegiatan tersebut. Partisipasi UMKM dinilai krusial karena sektor ini menyumbang lebih dari separuh produk domestik bruto nasional. ""Kami akan terus turun ke lapangan agar tidak ada warga yang salah paham soal sensus ini,"" ujar petugas sosialisasi BPS. Sosialisasi akan terus digencarkan hingga tahap pencacahan lapangan dimulai.",,Warta Ekonomi,2026-01-10
Ambon Siap Sambut Pelaksanaan Sensus Ekonomi 2026,"Kegiatan pencanangan Sensus Ekonomi 2026 di Ambon berlangsung meriah dan dihadiri unsur pemerintah daerah, dunia usaha, serta akademisi. Pemerintah daerah Ambon diminta turut mendukung sosialisasi program strategis nasional ini hingga ke tingkat kecamatan dan desa. BPS menargetkan seluruh unit usaha di Ambon, baik yang berbadan hukum maupun tidak, dapat tercatat dalam basis data SE2026. ""Kami mengajak seluruh elemen masyarakat Ambon untuk mendukung kelancaran Sensus Ekonomi 2026,"" kata perwakilan BPS setempat. Rangkaian sosialisasi akan terus dilakukan hingga tahap pencacahan lapangan dimulai pada pertengahan tahun.",,Kompas.com,2026-01-16
BPS Probolinggo Gelar Pelatihan Petugas Sensus Ekonomi 2026,"BPS Probolinggo menggelar pelatihan intensif bagi calon petugas Sensus Ekonomi 2026 yang akan diterjunkan ke lapangan. Sebanyak 120 ribu calon petugas di Probolinggo mengikuti seleksi sebelum resmi ditugaskan sebagai petugas lapangan SE2026. Peserta pelatihan dinyatakan lulus setelah melalui evaluasi pemahaman konsep dan praktik penggunaan aplikasi pendataan. ""Petugas yang lolos pelatihan akan mendapatkan surat tugas resmi sebelum turun ke lapangan,"" ujar penanggung jawab pelatihan. BPS Probolinggo menargetkan seluruh petugas siap sebelum jadwal pencacahan nasional dimulai.",,Tempo,2026-01-03
"Awas Petugas SE2026 Palsu, BPS Tuban Beri Imbauan Ini","BPS mengimbau masyarakat Tuban untuk lebih waspada terhadap oknum yang mengaku sebagai petugas Sensus Ekonomi 2026 namun tidak dilengkapi identitas resmi. Warga diminta segera melapor ke kantor BPS setempat apabila menemukan indikasi oknum yang mencurigakan. Petugas resmi SE2026 tidak pernah meminta imbalan uang dalam bentuk apa pun kepada responden. ""Kami tidak pernah meminta transfer uang atau data rekening dalam proses sensus,"" tegas petugas BPS. Imbauan ini disampaikan menjelang tahap pencacahan lapangan yang akan melibatkan ribuan petugas di seluruh Tuban.",,Detik,2026-01-19
BPS Jakarta Pusat Gelar Pelatihan Petugas Sensus Ekonomi 2026,"Proses rekrutmen dan pelatihan petugas SE2026 di Jakarta Pusat mulai berjalan, menyasar warga lokal yang memenuhi kualifikasi. Instruktur menekankan pentingnya sikap sopan dan profesional petugas saat mendatangi responden di lapangan. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). ""Petugas yang lolos pelatihan akan mendapatkan surat tugas resmi sebelum turun ke lapangan,"" ujar penanggung jawab pelatihan. Pelatihan lanjutan akan digelar untuk menyegarkan kembali pemahaman petugas menjelang hari pertama pencacahan.",,Kumparan,2026-01-06
Perbankan di Jember Siap Manfaatkan Data SE2026 untuk Pembiayaan UMKM,"Kalangan asosiasi pengusaha di Jember menyambut positif persiapan matang yang dilakukan BPS menjelang pelaksanaan SE2026. Akademisi menilai SE2026 relevan untuk memetakan ulang struktur ekonomi yang banyak berubah sejak pandemi, termasuk pertumbuhan usaha digital. Sinergi antar-sektor dinilai penting agar hasil sensus benar-benar dimanfaatkan secara optimal oleh pengambil kebijakan. ""Data granular ini akan sangat membantu kami menyalurkan kredit lebih tepat sasaran,"" ujar perwakilan perbankan di Jember. BPS membuka ruang kerja sama dengan berbagai pihak untuk pemanfaatan data hasil sensus ke depan.",,Sindonews,2026-01-27
"Sosialisasi Sensus Ekonomi 2026 Digelar di Bangkalan, Warga Diminta Kooperatif","Kementerian Koperasi dan UKM bersama BPS mengajak pelaku usaha mikro, kecil, dan menengah di Bangkalan untuk berpartisipasi aktif dalam SE2026. Sebanyak 32 persen peserta sosialisasi di Bangkalan mengaku baru memahami mekanisme sensus setelah mengikuti kegiatan tersebut. Petugas akan mengenakan tanda pengenal resmi dan seluruh data yang dikumpulkan dijamin kerahasiaannya sesuai Undang-Undang Statistik. ""Awalnya saya kira ini untuk pajak, ternyata untuk data statistik saja. Jadi lebih tenang,"" ujar salah seorang pelaku usaha di Bangkalan. Sosialisasi akan terus digencarkan hingga tahap pencacahan lapangan dimulai.",,Media Indonesia,2026-01-04
"Sensus Ekonomi 2026 Dimulai, Bangkalan Jadi Salah Satu Lokasi Pencanangan","Pemerintah melalui BPS memulai rangkaian Sensus Ekonomi 2026 di Bangkalan sebagai bagian dari pendataan ekonomi nasional yang dilaksanakan setiap sepuluh tahun sekali. Kegiatan pencanangan turut menandai dimulainya tahapan sosialisasi masif ke masyarakat dan pelaku usaha di Bangkalan. Sensus ini merupakan yang ketujuh sejak pertama kali dilaksanakan pada 1986 dan menjadi rujukan utama penyusunan kebijakan ekonomi nasional maupun daerah. ""Data yang akurat dari SE2026 akan menjadi dasar perencanaan pembangunan ekonomi ke depan,"" ujar Kepala BPS Bangkalan. BPS berharap seluruh pemangku kepentingan di Bangkalan dapat bersinergi menyukseskan program ini.",,Detik,2026-01-24
Pemkab Ponorogo Teken Kerja Sama dengan BPS Dukung SE2026,"Pemerintah Kabupaten Ponorogo menandatangani nota kesepahaman dengan BPS setempat untuk memperkuat dukungan pelaksanaan Sensus Ekonomi 2026. Bupati/wali kota Ponorogo menyampaikan komitmen daerah dalam menyukseskan program strategis nasional ini. Sejumlah dinas terkait di Ponorogo dilibatkan untuk mempercepat proses koordinasi lapangan. ""Kami siap all-out mendukung BPS demi data yang akurat untuk perencanaan pembangunan daerah,"" ujar pejabat Pemkab Ponorogo. Kerja sama ini diharapkan mempercepat penyelesaian tahapan SE2026 di Ponorogo.",,Kontan,2026-01-25
BPS Jember Gencarkan Sosialisasi SE2026 hingga ke Tingkat Desa,"Kegiatan sosialisasi SE2026 di Jember menyasar kelompok pelaku usaha, tokoh masyarakat, hingga aparat desa. Partisipasi UMKM dinilai krusial karena sektor ini menyumbang lebih dari separuh produk domestik bruto nasional. Petugas akan mengenakan tanda pengenal resmi dan seluruh data yang dikumpulkan dijamin kerahasiaannya sesuai Undang-Undang Statistik. ""Kami akan terus turun ke lapangan agar tidak ada warga yang salah paham soal sensus ini,"" ujar petugas sosialisasi BPS. Sosialisasi akan terus digencarkan hingga tahap pencacahan lapangan dimulai.",,Infobank,2026-01-19
"Awas Petugas SE2026 Palsu, BPS Balikpapan Beri Imbauan Ini","BPS mengimbau masyarakat Balikpapan untuk lebih waspada terhadap oknum yang mengaku sebagai petugas Sensus Ekonomi 2026 namun tidak dilengkapi identitas resmi. Warga diminta segera melapor ke kantor BPS setempat apabila menemukan indikasi oknum yang mencurigakan. Petugas resmi SE2026 tidak pernah meminta imbalan uang dalam bentuk apa pun kepada responden. ""Kalau ragu, warga bisa langsung menghubungi kantor BPS Balikpapan untuk konfirmasi,"" kata perwakilan BPS. Imbauan ini disampaikan menjelang tahap pencacahan lapangan yang akan melibatkan ribuan petugas di seluruh Balikpapan.",,Bangkalan Terkini,2026-01-10
Pemda Mataram Perkuat Dukungan untuk Suksekan Sensus Ekonomi 2026,"Pemerintah Kabupaten Mataram menandatangani nota kesepahaman dengan BPS setempat untuk memperkuat dukungan pelaksanaan Sensus Ekonomi 2026. Kerja sama tersebut mencakup penyediaan data sekunder wilayah dan fasilitasi akses ke kawasan usaha. Sejumlah dinas terkait di Mataram dilibatkan untuk mempercepat proses koordinasi lapangan. ""Sinergi antara BPS dan pemerintah daerah sangat menentukan keberhasilan sensus ini,"" kata Kepala BPS Mataram. Kerja sama ini diharapkan mempercepat penyelesaian tahapan SE2026 di Mataram.",,CNBC Indonesia,2026-01-06
BPS Madiun Gencarkan Sosialisasi SE2026 hingga ke Tingkat Desa,"BPS menggelar sosialisasi Sensus Ekonomi 2026 di Madiun guna memastikan masyarakat memahami tujuan dan manfaat sensus. BPS menegaskan data SE2026 hanya digunakan untuk kepentingan statistik dan tidak berkaitan dengan urusan perpajakan atau penegakan hukum. Petugas akan mengenakan tanda pengenal resmi dan seluruh data yang dikumpulkan dijamin kerahasiaannya sesuai Undang-Undang Statistik. ""Awalnya saya kira ini untuk pajak, ternyata untuk data statistik saja. Jadi lebih tenang,"" ujar salah seorang pelaku usaha di Madiun. BPS Madiun membuka posko informasi bagi warga yang ingin bertanya lebih lanjut soal SE2026.",,Republika,2026-01-04
Persiapan SE2026: Bogor Rekrut dan Latih Petugas Lapangan,"Proses rekrutmen dan pelatihan petugas SE2026 di Bogor mulai berjalan, menyasar warga lokal yang memenuhi kualifikasi. Pelatihan mencakup teknik wawancara, klasifikasi jenis usaha, hingga simulasi penggunaan aplikasi Computer Assisted Personal Interviewing (CAPI). Instruktur menekankan pentingnya sikap sopan dan profesional petugas saat mendatangi responden di lapangan. ""Petugas yang lolos pelatihan akan mendapatkan surat tugas resmi sebelum turun ke lapangan,"" ujar penanggung jawab pelatihan. Petugas yang lulus pelatihan akan diterjunkan ke lapangan begitu tahap pencacahan resmi dimulai.",,Radar Madura,2026-01-27
Pemerintah Ajak Pelaku UMKM Kupang Aktif Berpartisipasi dalam SE2026,"Kegiatan sosialisasi SE2026 di Kupang menyasar kelompok pelaku usaha, tokoh masyarakat, hingga aparat desa. Partisipasi UMKM dinilai krusial karena sektor ini menyumbang lebih dari separuh produk domestik bruto nasional. Petugas akan mengenakan tanda pengenal resmi dan seluruh data yang dikumpulkan dijamin kerahasiaannya sesuai Undang-Undang Statistik. ""Awalnya saya kira ini untuk pajak, ternyata untuk data statistik saja. Jadi lebih tenang,"" ujar salah seorang pelaku usaha di Kupang. Sosialisasi akan terus digencarkan hingga tahap pencacahan lapangan dimulai.",,Kumparan,2026-01-12
BPS Jakarta Pusat Gelar Pelatihan Petugas Sensus Ekonomi 2026,"BPS Jakarta Pusat menggelar pelatihan intensif bagi calon petugas Sensus Ekonomi 2026 yang akan diterjunkan ke lapangan. Instruktur menekankan pentingnya sikap sopan dan profesional petugas saat mendatangi responden di lapangan. Sebanyak 85 ribu calon petugas di Jakarta Pusat mengikuti seleksi sebelum resmi ditugaskan sebagai petugas lapangan SE2026. ""Kualitas data sangat bergantung pada kesiapan petugas di lapangan,"" kata instruktur pelatihan BPS Jakarta Pusat. BPS Jakarta Pusat menargetkan seluruh petugas siap sebelum jadwal pencacahan nasional dimulai.",,CNBC Indonesia,2026-01-01
